产品ID,产品名称,核算边界,碳足迹,企业名称,数据年份,数据类型,是否低碳
37440X0082022A,硫铝酸盐水泥,摇篮到大门,712.15kgCO2e / 公吨,-,2022,文献数据,否
15200X0412022A,硫铝酸盐水泥(SAC),摇篮到大门,711.12kgCO2e / 千克,-,2022,文献数据,否
01599X0022018A,硬质小麦粉-意大利,摇篮到大门,0.49kgCO2e / 千克,-,2018,文献数据,否
41116A0172023C,硼镁铁精粉,摇篮到大门,94.1kgCO2e / 公吨,-,2023,文献数据,否
15320X0012019C,碎石,摇篮到大门,2.18kgCO2e / 公吨,-,2019,文献数据,否
16190X0052020A,碘,摇篮到大门,14800kgCO2e / 公吨,-,2020,文献数据,否
46410X0102021A,碱性电池,摇篮到大门,4.63kgCO2e / 千克,-,2021,文献数据,否
17100E0032018A,碲化镉薄膜光伏系统,摇篮到坟墓,3.5kgCO2e / 千瓦时,-,2018,文献数据,否
10250A0132021A,碳捕获生成液体燃料系统,摇篮到大门,129.98kgCO2e / 兆瓦时,-,2021,文献数据,否
41212X0192021C,碳素结构钢热轧钢板及钢带,摇篮到大门,2.4tCO2e / 公吨,-,2021,文献数据,否
41265X0272021B,碳素结构钢热轧钢板及钢带,摇篮到大门,2400kgCO2e / 公吨,-,2021,文献数据,否
41122A0012015A,碳素钢,摇篮到大门,1.96tCO2e / 公吨,-,2015,文献数据,否
88539X0012007A,碳负极,摇篮到坟墓,24.5kgCO2e / 公吨,-,2007,文献数据,否
35499X0692016C,碳酸二甲酯,摇篮到大门,1.3tCO2e / 公吨,-,2016,文献数据,否
34619X0052006A,碳酸氢二铵,摇篮到大门,4.07tCO2e / 公吨,-,2006,文献数据,否
34619X0042005A,碳酸氢铵,摇篮到大门,0.341tCO2e / 公吨,-,2005,文献数据,否
41239X0012019A,碳钢热镀锌板卷,摇篮到大门,3110kgCO2e / 公吨,-,2019,文献数据,否
42190X0072018C,碳钢热镀锌板卷,摇篮到大门,3110kgCO2e / 公吨,-,2018,文献数据,否
42190X0082018C,碳钢电镀锌板卷,摇篮到大门,3020kgCO2e / 公吨,-,2018,文献数据,否
42190X0092018C,碳钢电镀锡板卷,摇篮到大门,2870kgCO2e / 公吨,-,2018,文献数据,否
41281X0012021A,碳钢钢管,摇篮到坟墓,0.922tCO2e / 公吨,-,2021,文献数据,否
88539X0022013A,碳阳极,摇篮到大门,376kgCO2e / 公吨,-,2013,文献数据,否
38560X0012014A,磁石玩具,摇篮到坟墓,1.938kgCO2e / 千克,-,2014,文献数据,否
34629X0012013A,磷肥,摇篮到大门,2.33tCO2e / 公吨,-,2013,文献数据,否
04361X0042012A,磷虾,摇篮到坟墓,5.54kgCO2e / 千克,-,2012,文献数据,否
34612X0012009A,磷酸一铵,摇篮到大门,0.34tCO2e / 公吨,-,2009,文献数据,否
34642X0012009A,磷酸二铵,摇篮到大门,0.499tCO2e / 公吨,-,2009,文献数据,否
46410X0132019A,磷酸铁锂,摇篮到大门,1.14tCO2e / 千瓦时,-,2019,文献数据,否
46410X0152010A,磷酸铁锂,摇篮到大门,25kgCO2e / 千克,-,2010,文献数据,否
46410X0012021A,磷酸铁锂,摇篮到大门,2.93kgCO2e / 千克,-,2021,文献数据,否
46420X0012019A,磷酸铁锂电池,摇篮到坟墓,101.99kgCO2e / 千瓦时,-,2019,文献数据,否
46420X0042019A,磷酸铁锂电池-中国,摇篮到坟墓,8827kgCO2e / 个,-,2019,文献数据,否
46420X0062019A,磷酸铁锂电池-欧盟,摇篮到坟墓,7713kgCO2e / 个,-,2019,文献数据,否
46420X0032021A,磷酸铁锂电池包,摇篮到大门,73.51kgCO2e / 千瓦时,-,2021,文献数据,否
46430X0012017A,磷酸铁锂电池正极材料,摇篮到大门,11.4131tCO2e / 公吨,-,2017,文献数据,否
21691X0092022A,福寿100%芝麻油,摇篮到坟墓,1.7kgCO2e / 瓶,-,2022,文献数据,否
21691X0102022A,福寿100%芝麻油(217ml),摇篮到坟墓,800gCO2e / 瓶,-,2022,文献数据,否
17100G0352019A,福建2019年电网排放因子,摇篮到大门,0.4653tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0252018A,福建造林,摇篮到坟墓,-758tCO2e / 平方千米,-,2018,文献数据,否
46121X0152021A,私人电动汽车充电桩,摇篮到坟墓,3167.24kgCO2e / 个,-,2021,文献数据,否
44816X0082021A,科沃斯T9扫地机器人,摇篮到坟墓,232.453kgCO2e / 台,-,2021,文献数据,否
91132X0012020A,秸秆成型燃料集中供暖,摇篮到坟墓,0.101tCO2e / 公吨,-,2020,文献数据,否
17200X0032014A,秸秆沼气,摇篮到大门,729.65kgCO2e / 公吨,-,2014,文献数据,否
41115A0012013A,稀土硅铁合金,摇篮到大门,9.71kgCO2e / 千克,-,2013,文献数据,否
41212X0212021C,稀土耐磨钢,摇篮到大门,2.676tCO2e / 公吨,-,2021,文献数据,否
17100F0072019A,稻壳-气化法,摇篮到坟墓,0.5gCO2e / 千瓦时,-,2019,文献数据,否
17100F0032019A,稻壳-燃烧法,摇篮到坟墓,58gCO2e / 千瓦时,-,2019,文献数据,否
01913X0012012A,稻壳燃烧,摇篮到大门,2431.8gCO2e / 千克,-,2012,文献数据,否
01913X0022012A,稻壳燃烧,摇篮到大门,2698.96gCO2e / 千克,-,2012,文献数据,否
01913X0032012A,稻壳燃烧,摇篮到大门,2614.64gCO2e / 千克,-,2012,文献数据,否
17100F0062019A,稻草-气化法,摇篮到坟墓,-127gCO2e / 千瓦时,-,2019,文献数据,否
17100F0022019A,稻草-燃烧法,摇篮到坟墓,-67gCO2e / 千瓦时,-,2019,文献数据,否
01132X0152018C,稻谷（晚籼稻）,摇篮到大门,2.31kgCO2e / 千克,-,2018,文献数据,否
01132X0112019C,稻鲶共作,摇篮到大门,12111kgCO2e / 公顷,-,2019,文献数据,否
01132X0102019C,稻鳅共作,摇篮到大门,11923kgCO2e / 公顷,-,2019,文献数据,否
46939X0022021B,空心电抗器,摇篮到大门,3.27kgCO2e / 千乏,-,2021,文献数据,否
42991X0012018A,空气源热泵,摇篮到坟墓,0.4392kgCO2e / 千瓦时,-,2018,文献数据,否
43913X0012020A,空气源热泵,摇篮到坟墓,30.2kgCO2e / 平方米,-,2020,文献数据,否
43941X0012018A,空气源热泵-地板辐射供暖,摇篮到坟墓,0.3984kgCO2e / 千瓦时,-,2018,文献数据,否
44811X0062018A,立式冷冻柜（205 升）,摇篮到大门,332kgCO2e / 台,-,2018,文献数据,否
28238X0042018A,立领T恤,摇篮到大门,7kgCO2e / 件,-,2018,文献数据,否
04292X0042010A,章鱼-西班牙,摇篮到大门,4.11tCO2e / 公吨,-,2010,文献数据,否
31450X0132012A,竹展开砧板,摇篮到大门,0.1683kgCO2e / 块,-,2012,文献数据,否
31450X0062022B,竹木纤维集成墙面,摇篮到大门,948kgCO2e / 立方米,-,2022,文献数据,否
31439X0022019A,竹材地板,摇篮到大门,-14.89kgCO2e / 立方米,-,2019,文献数据,否
49921X0022012A,竹架自行车-德国,摇篮到大门,232.5kgCO2e / 辆,-,2012,文献数据,否
21299X0022010A,竹荚鱼-大西洋,摇篮到大门,1.18kgCO2e / 千克,-,2010,文献数据,否
21299X0032010A,竹荚鱼-大西洋,摇篮到大门,0.93kgCO2e / 千克,-,2010,文献数据,否
35321X0232019B,竹萃头皮油脂调理精华,摇篮到坟墓,0.0286kgCO2e / 毫升,-,2019,文献数据,否
35321X0242019B,竹萃头皮滋养冻膜,摇篮到坟墓,0.0286kgCO2e / 毫升,-,2019,文献数据,否
35321X0222019B,竹萃极致保湿护发包,摇篮到坟墓,0.0286kgCO2e / 毫升,-,2019,文献数据,否
38130X0012014A,竹质家具,摇篮到大门,-1.27tCO2e / 公吨,-,2014,文献数据,否
38140X0022001A,竹质家具,摇篮到大门,-1.582tCO2e / 公吨,-,2001,文献数据,否
45220X0892021A,笔记本电脑,摇篮到坟墓,738kgCO2e / 千克,-,2021,文献数据,否
45220X0902021A,笔记本电脑,摇篮到坟墓,118.41kgCO2e / 千克,-,2021,文献数据,否
45220X0912021A,笔记本电脑,摇篮到坟墓,118.41kgCO2e / 千克,-,2021,文献数据,否
45220X0922021A,笔记本电脑,摇篮到坟墓,111kgCO2e / 千克,-,2021,文献数据,否
45220X0932021A,笔记本电脑,摇篮到坟墓,100kgCO2e / 千克,-,2021,文献数据,否
45220X0942021A,笔记本电脑,摇篮到坟墓,140kgCO2e / 千克,-,2021,文献数据,否
45220X0952021A,笔记本电脑,摇篮到坟墓,143kgCO2e / 千克,-,2021,文献数据,否
45220X0962021A,笔记本电脑,摇篮到坟墓,143kgCO2e / 千克,-,2021,文献数据,否
45220X0972021A,笔记本电脑,摇篮到坟墓,123kgCO2e / 千克,-,2021,文献数据,否
45220X0982021A,笔记本电脑,摇篮到坟墓,177kgCO2e / 千克,-,2021,文献数据,否
45220X0992021A,笔记本电脑,摇篮到坟墓,96kgCO2e / 千克,-,2021,文献数据,否
45220X1002021A,笔记本电脑,摇篮到坟墓,188kgCO2e / 千克,-,2021,文献数据,否
45220X1012021A,笔记本电脑,摇篮到坟墓,86.76kgCO2e / 千克,-,2021,文献数据,否
45220X1022021A,笔记本电脑,摇篮到坟墓,153kgCO2e / 千克,-,2021,文献数据,否
45220X1032021A,笔记本电脑,摇篮到坟墓,85kgCO2e / 千克,-,2021,文献数据,否
45220X1042021A,笔记本电脑,摇篮到坟墓,132kgCO2e / 千克,-,2021,文献数据,否
45220X0402018A,笔记本电脑-法国,摇篮到大门,124kgCO2e / 台,-,2018,文献数据,否
47314X0012013A,笔记本电脑显示屏,摇篮到大门,597kgCO2e / 台,-,2013,文献数据,否
04932X0012022A,筏式养殖海带,摇篮到大门,-95.92766kgCO2e / 公吨,-,2022,文献数据,否
23420X0032020A,简易饼干,摇篮到坟墓,1.671kgCO2e / 千克,-,2020,文献数据,否
38440X0022018A,篮球,摇篮到大门,3.6kgCO2e / 个,-,2018,文献数据,否
01199X0172020A,米,摇篮到坟墓,3kgCO2e / 包,-,2020,文献数据,否
21189X0012013A,粉虱,摇篮到大门,2.65kgCO2e / 千克,-,2013,文献数据,否
17100E0262007B,粗苯,摇篮到坟墓,0kgCO2e / 千克,-,2007,文献数据,否
34110A0062011A,粗苯,摇篮到大门,3.41tCO2e / 公吨,-,2011,文献数据,否
41121A0032014A,粗钢,摇篮到大门,2.31tCO2e / 公吨,-,2014,文献数据,否
41115B0052017A,粗钢--电弧炉直接还原法,摇篮到大门,1.691tCO2e / 公吨,-,2017,文献数据,否
41121A0042018A,粗钢-CSE工艺,摇篮到大门,2.66tCO2e / 公吨,-,2018,文献数据,否
41116B0022021A,粗钢-氢气气基竖炉-电炉短流程,摇篮到大门,1079.56kgCO2e / 公吨,-,2021,文献数据,否
41115B0032017A,粗钢-电弧炉直接还原-天然气输入,摇篮到大门,1.27tCO2e / 公吨,-,2017,文献数据,否
41115B0012017A,粗钢-电弧炉直接还原法-氢气输入,摇篮到大门,1.1tCO2e / 公吨,-,2017,文献数据,否
41115B0042017A,粗钢-电弧炉直接还原法-焦煤气输入,摇篮到大门,1.408tCO2e / 公吨,-,2017,文献数据,否
41122B0012019A,粗钢-短流程,摇篮到大门,1.55tCO2e / 公吨,-,2019,文献数据,否
41116A0012021A,粗钢-长流程,摇篮到大门,2054.33kgCO2e / 公吨,-,2021,文献数据,否
41122A0022017A,粗钢-长流程-电炉,摇篮到大门,2.93tCO2e / 公吨,-,2017,文献数据,否
41122A0012017A,粗钢-长流程-转炉,摇篮到大门,2.23tCO2e / 公吨,-,2017,文献数据,否
41115B0022018A,粗钢-高炉/转炉直接还原法-氢气输入,摇篮到大门,1.87tCO2e / 公吨,-,2018,文献数据,否
41121B0012021A,粗钢（废钢电弧炉法）,摇篮到大门,0.67tCO2e / 公吨,-,2021,文献数据,否
41121A0012021A,粗钢（混合工艺）,摇篮到大门,1.91tCO2e / 公吨,-,2021,文献数据,否
41121B0022021A,粗钢（直接还原铁—电弧炉炼铁法）,摇篮到大门,1.65tCO2e / 公吨,-,2021,文献数据,否
41121A0022021A,粗钢（高炉转炉法）,摇篮到大门,2.32tCO2e / 公吨,-,2021,文献数据,否
26690X0082019B,粘合衬基布,大门到大门,1.133tCO2e / 千米,-,2019,文献数据,否
15400X0022015A,粘土,摇篮到大门,0.04tCO2e / 立方米,-,2015,文献数据,否
15200X0032013A,粘土实心砖,摇篮到大门,329.71kgCO2e / 立方米,-,2013,文献数据,否
37540X0022004A,粘土砖,摇篮到坟墓,0.2tCO2e / 公吨,-,2004,文献数据,否
28232X0042018A,粘胶衬衫,摇篮到大门,9kgCO2e / 件,-,2018,文献数据,否
28234X0032018A,粘胶连衣裙,摇篮到大门,38kgCO2e / 件,-,2018,文献数据,否
02111X0012010A,粪便管理-奶牛,摇篮到坟墓,1316kgCO2e / 头·年,-,2010,文献数据,否
02111X0022010A,粪便管理-非奶牛,摇篮到坟墓,182kgCO2e / 头·年,-,2010,文献数据,否
21612X0232015A,精炼大豆油（巴西出口到中国）,摇篮到大门,0.67tCO2e / 公吨,-,2015,文献数据,否
21612X0222015A,精炼大豆油（泰国）,摇篮到大门,2609.08kgCO2e / 公吨,-,2015,文献数据,否
21652X0042011A,精炼棕榈油,摇篮到大门,4241.9kgCO2e / 公吨,-,2011,文献数据,否
21652X0102005A,精炼棕榈油（欧盟进口）,摇篮到大门,2.47tCO2e / 公吨,-,2005,文献数据,否
21642X0032011A,精炼菜籽油（欧洲）,摇篮到大门,2728kgCO2e / 公吨,-,2011,文献数据,否
21632X0022011A,精炼葵花籽油(乌克兰),摇篮到大门,2.646tCO2e / 公吨,-,2011,文献数据,否
11040X0062017A,精煤产品,摇篮到大门,113.76kgCO2e / 公吨,-,2017,文献数据,否
26320X0012015A,精纺羊毛织物,摇篮到大门,24.71tCO2e / 公吨,-,2015,文献数据,否
41413X0012009A,精铜矿,摇篮到大门,29.95tCO2e / 公吨,-,2009,文献数据,否
41443X0012015A,精锡,摇篮到大门,21.6kgCO2e / 千克,-,2015,文献数据,否
44816X0102018A,糕点机器人,摇篮到大门,36kgCO2e / 台,-,2018,文献数据,否
23210X0012023A,糖料作物-中国,摇篮到大门,0.14kgCO2e / 千克,-,2023,文献数据,否
21491X0012020A,糖浆菠萝,摇篮到大门,1.12kgCO2e / 千克,-,2020,文献数据,否
01809X0012009A,糖类作物,摇篮到坟墓,0.5kgCO2e / 千克,-,2009,文献数据,否
44812X0012017A,紧凑型洗碗机（9套）,摇篮到坟墓,431kgCO2e / 台,-,2017,文献数据,否
35321X0102019B,紫玫瑰护色护发素,摇篮到坟墓,0.0029kgCO2e / 毫升,-,2019,文献数据,否
35321X0122019B,紫玫瑰油,摇篮到坟墓,0.0043kgCO2e / 毫升,-,2019,文献数据,否
10140A0032002C,红树林,摇篮到坟墓,-205000000tCO2e / 年（四舍五入）,-,2002,文献数据,否
03132X0012012A,红橡木薪柴燃烧,摇篮到大门,1593.32gCO2e / 千克,-,2012,文献数据,否
03132X0022012A,红橡木薪柴燃烧,摇篮到大门,1510.44gCO2e / 千克,-,2012,文献数据,否
03132X0032012A,红橡木薪柴燃烧,摇篮到大门,1920.4gCO2e / 千克,-,2012,文献数据,否
16190X0012018A,红磷,摇篮到大门,505kgCO2e / 千克,-,2018,文献数据,否
88223X0072011A,红色腈纶童夹克衫,摇篮到坟墓,10.0782kgCO2e / 件,-,2011,文献数据,否
01620X0202019A,红茶,摇篮到大门,11kgCO2e / 千克,-,2019,文献数据,否
01620X0232019A,红茶,摇篮到坟墓,47.4kgCO2e / 杯,-,2019,文献数据,否
24220X0032012A,红葡萄酒,摇篮到坟墓,1.433kgCO2e / 瓶,-,2012,文献数据,否
24212X0032013A,红葡萄酒,摇篮到大门,0.73kgCO2e / 千克,-,2013,文献数据,否
24212X0052013A,红葡萄酒,摇篮到大门,0.71kgCO2e / 千克,-,2013,文献数据,否
24212X0062013A,红葡萄酒,摇篮到大门,0.49kgCO2e / 千克,-,2013,文献数据,否
24212X0072013A,红葡萄酒,摇篮到大门,0.44kgCO2e / 千克,-,2013,文献数据,否
01231X0022008A,红辣椒-澳大利亚,摇篮到大门,0.66tCO2e / 公吨,-,2008,文献数据,否
01351X0012013A,红醋栗,摇篮到坟墓,0.44kgCO2e / 千克,-,2013,文献数据,否
21299X0112010A,红金眼鲷-西班牙,摇篮到大门,2.76kgCO2e / 千克,-,2010,文献数据,否
31449X0012019A,纤维板,摇篮到大门,708.74kgCO2e / 立方米,-,2019,文献数据,否
10160A0032016A,纤维板,摇篮到大门,708.74kgCO2e / 立方米,-,2016,文献数据,否
31449X0012007A,纤维板,摇篮到大门,-1.449tCO2e / 公吨,-,2007,文献数据,否
31441X0012007A,纤维板,摇篮到大门,-1.378tCO2e / 公吨,-,2007,文献数据,否
01921X0042023A,纤维类作物-中国,摇篮到大门,3.17kgCO2e / 千克,-,2023,文献数据,否
34170R0082015A,纤维素,摇篮到大门,0.72kgCO2e / 千克,-,2015,文献数据,否
88223X0012010A,纯棉夹克衫,摇篮到大门,8.77kgCO2e / 件,-,2010,文献数据,否
26360X0012014A,纯棉普梳纱,摇篮到大门,4738.782kgCO2e / 公吨,-,2014,文献数据,否
27922X0022011A,纯棉普梳纱,摇篮到大门,4.76kgCO2e / 千克,-,2011,文献数据,否
27997X0022011A,纯棉染色织物,摇篮到大门,11.16kgCO2e / 件,-,2011,文献数据,否
28231X0132021A,纯棉牛仔裤,摇篮到坟墓,90.36kgCO2e / 件,-,2021,文献数据,否
28232X0062015A,纯棉衬衫,摇篮到坟墓,12.157kgCO2e / 件,-,2015,文献数据,否
22110X0292018A,纯牛奶,摇篮到大门,1120kgCO2e / 升,-,2018,文献数据,否
49113X0182022A,纯电动乘用车,摇篮到坟墓,27.19tCO2e / 辆,-,2022,文献数据,否
49113X0242019C,纯电动汽车（比亚迪e5）,摇篮到坟墓,34970kgCO2e / 辆,-,2019,文献数据,否
34240B0022014A,纯碱,摇篮到大门,1.875kgCO2e / 千克,-,2014,文献数据,否
88321X0032021A,纸,摇篮到大门,919.4kgCO2e / 公吨,-,2021,文献数据,否
88321X0022021A,纸和纸板混合物,摇篮到大门,881.19kgCO2e / 公吨,-,2021,文献数据,否
32136X0022011A,纸塑铝包装,摇篮到大门,0.886kgCO2e / 平方米,-,2011,文献数据,否
88321X0012021A,纸板,摇篮到大门,821.23kgCO2e / 公吨,-,2021,文献数据,否
94110X0152011A,纸浆和造纸行业废水处理,摇篮到坟墓,31.63kgCO2e / 公吨,-,2011,文献数据,否
88329X0012015A,纸箱板,摇篮到大门,1763.42kgCO2e / 公吨,-,2015,文献数据,否
23490X0112010A,纸质包装面包片,摇篮到坟墓,1.131kgCO2e / 个,-,2010,文献数据,否
41121A0162022C,线材产品,摇篮到大门,2.97tCO2e / 公吨,-,2022,文献数据,否
44811X0032018A,组合冰箱（215 升 / 79 升）,摇篮到大门,196kgCO2e / 台,-,2018,文献数据,否
28226X0022018A,组合外套,摇篮到大门,77kgCO2e / 件,-,2018,文献数据,否
27996X0012021A,织物,摇篮到大门,5.8kgCO2e / 千克,-,2021,文献数据,否
46310X0012005A,绝缘导线,摇篮到大门,0.25kgCO2e / 米,-,2005,文献数据,否
46310X0022005A,绝缘导线,摇篮到大门,0.02kgCO2e / 米,-,2005,文献数据,否
46310X0032005A,绝缘导线,摇篮到大门,0.21kgCO2e / 米,-,2005,文献数据,否
46310X0042005A,绝缘导线,摇篮到大门,0.34kgCO2e / 米,-,2005,文献数据,否
46310X0052005A,绝缘导线,摇篮到大门,0.13kgCO2e / 米,-,2005,文献数据,否
23710X0202022A,统一肉臊味方便面（85g),摇篮到坟墓,190gCO2e / 包,-,2022,文献数据,否
02122X0011996A,绵羊/山羊,摇篮到大门,182kgCO2e / 头·年,-,1996,文献数据,否
34654A0022012A,绵羊/山羊粪便,摇篮到大门,6.58kgCO2e / 千克,-,2012,文献数据,否
01620X0242019A,绿片茶,摇篮到坟墓,34.5kgCO2e / 杯,-,2019,文献数据,否
01620X0252019A,绿片茶,摇篮到大门,3.9kgCO2e / 千克,-,2019,文献数据,否
34290A0062018A,绿磷，CeO,摇篮到大门,68.4tCO2e / 公吨,-,2018,文献数据,否
17500D0092023B,绿色甲醇,摇篮到坟墓,564kgCO2e / 公吨,-,2023,文献数据,否
01620X0172019A,绿茶,摇篮到大门,19.1kgCO2e / 千克,-,2019,文献数据,否
01620X0182019A,绿茶,摇篮到坟墓,59.4kgCO2e / 杯,-,2019,文献数据,否
01620X0192019A,绿茶,摇篮到坟墓,63.5kgCO2e / 杯,-,2019,文献数据,否
01620X0212019A,绿茶,摇篮到大门,18.3kgCO2e / 千克,-,2019,文献数据,否
23913X0012019A,绿茶-中国,摇篮到坟墓,24.3kgCO2e / 千克,-,2019,文献数据,否
23913X0012019C,绿茶-中国,摇篮到坟墓,24.3kgCO2e / 千克,-,2019,文献数据,否
23913X0132019A,绿茶-中国云南,摇篮到坟墓,20.16kgCO2e / 千克,-,2019,文献数据,否
23913X0092019A,绿茶-中国四川,摇篮到坟墓,25.76kgCO2e / 千克,-,2019,文献数据,否
23913X0072019A,绿茶-中国安徽,摇篮到坟墓,27.04kgCO2e / 千克,-,2019,文献数据,否
23913X0022019A,绿茶-中国山东,摇篮到坟墓,30.93kgCO2e / 千克,-,2019,文献数据,否
23913X0142019A,绿茶-中国广东,摇篮到坟墓,20.2kgCO2e / 千克,-,2019,文献数据,否
23913X0152019A,绿茶-中国广西,摇篮到坟墓,19.08kgCO2e / 千克,-,2019,文献数据,否
23913X0052019A,绿茶-中国江苏,摇篮到坟墓,28.87kgCO2e / 千克,-,2019,文献数据,否
23913X0042019A,绿茶-中国江西,摇篮到坟墓,29.2kgCO2e / 千克,-,2019,文献数据,否
23913X0162019A,绿茶-中国河南,摇篮到坟墓,18.42kgCO2e / 千克,-,2019,文献数据,否
23913X0062019A,绿茶-中国浙江,摇篮到坟墓,28.62kgCO2e / 千克,-,2019,文献数据,否
23913X0082019A,绿茶-中国湖北,摇篮到坟墓,25.77kgCO2e / 千克,-,2019,文献数据,否
23913X0112019A,绿茶-中国湖南,摇篮到坟墓,22.47kgCO2e / 千克,-,2019,文献数据,否
23913X0122019A,绿茶-中国福建,摇篮到坟墓,20.42kgCO2e / 千克,-,2019,文献数据,否
23913X0032019A,绿茶-中国贵州,摇篮到坟墓,30.63kgCO2e / 千克,-,2019,文献数据,否
23913X0172019A,绿茶-中国重庆,摇篮到坟墓,19.08kgCO2e / 千克,-,2019,文献数据,否
23913X0102019A,绿茶-中国陕西,摇篮到坟墓,24.15kgCO2e / 千克,-,2019,文献数据,否
35323X0012019B,绿茶洗发精,摇篮到坟墓,0.0271kgCO2e / 毫升,-,2019,文献数据,否
01620X0122019A,绿茶茶叶（云南产）,摇篮到坟墓,20.16kgCO2e / 千克,-,2019,文献数据,否
01620X0082019A,绿茶茶叶（四川产）,摇篮到坟墓,25.76kgCO2e / 千克,-,2019,文献数据,否
01620X0062019A,绿茶茶叶（安徽产）,摇篮到坟墓,27.04kgCO2e / 千克,-,2019,文献数据,否
01620X0012019A,绿茶茶叶（山东产）,摇篮到坟墓,30.93kgCO2e / 千克,-,2019,文献数据,否
01620X0092019A,绿茶茶叶（山西产）,摇篮到坟墓,24.15kgCO2e / 千克,-,2019,文献数据,否
01620X0132019A,绿茶茶叶（广东产）,摇篮到坟墓,20kgCO2e / 千克,-,2019,文献数据,否
01620X0142019A,绿茶茶叶（广西产）,摇篮到坟墓,19.08kgCO2e / 千克,-,2019,文献数据,否
01620X0042019A,绿茶茶叶（江苏产）,摇篮到坟墓,28.87kgCO2e / 千克,-,2019,文献数据,否
01620X0032019A,绿茶茶叶（江西产）,摇篮到坟墓,29.2kgCO2e / 千克,-,2019,文献数据,否
01620X0152019A,绿茶茶叶（河南产）,摇篮到坟墓,18.42kgCO2e / 千克,-,2019,文献数据,否
01620X0052019A,绿茶茶叶（浙江产）,摇篮到坟墓,28.62kgCO2e / 千克,-,2019,文献数据,否
01620X0072019A,绿茶茶叶（湖北产）,摇篮到坟墓,25.77kgCO2e / 千克,-,2019,文献数据,否
01620X0102019A,绿茶茶叶（湖南产）,摇篮到坟墓,22.47kgCO2e / 千克,-,2019,文献数据,否
01620X0112019A,绿茶茶叶（福建产）,摇篮到坟墓,20.42kgCO2e / 千克,-,2019,文献数据,否
01620X0022019A,绿茶茶叶（贵州产）,摇篮到坟墓,30.63kgCO2e / 千克,-,2019,文献数据,否
01620X0162020A,绿茶茶叶（重庆产）,摇篮到坟墓,17.3kgCO2e / 千克,-,2020,文献数据,否
28110X0092021A,编织羊绒织物a,摇篮到大门,14kgCO2e / 公吨,-,2021,文献数据,否
28110X0082021A,编织羊绒织物b,摇篮到大门,14kgCO2e / 公吨,-,2021,文献数据,否
28110X0072021A,编织羊绒织物c,摇篮到大门,12kgCO2e / 公吨,-,2021,文献数据,否
28110X0062021A,编织羊绒织物d,摇篮到大门,12.1kgCO2e / 公吨,-,2021,文献数据,否
28110X0052021A,编织羊绒织物e,摇篮到大门,12.1kgCO2e / 公吨,-,2021,文献数据,否
28110X0042021A,编织羊绒织物f,摇篮到大门,12.2kgCO2e / 公吨,-,2021,文献数据,否
24310X0022016A,罐装啤酒-意大利,摇篮到大门,0.771kgCO2e / 升,-,2016,文献数据,否
24310X0012016A,罐装啤酒-美国,摇篮到大门,0.9kgCO2e / 升,-,2016,文献数据,否
24310X0032013A,罐装啤酒-英国,摇篮到坟墓,0.543kgCO2e / 升,-,2013,文献数据,否
38440X0032018A,网球拍,摇篮到大门,19kgCO2e / 个,-,2018,文献数据,否
45261X0012020A,罗技G213 Prodigy RGB 游戏键盘,摇篮到坟墓,22kgCO2e / 个,-,2020,文献数据,否
45261X0032020A,罗技，G203 Lightsync 游戏鼠标,摇篮到坟墓,5.51kgCO2e / 个,-,2020,文献数据,否
45261X0042020A,罗技，G305 光速游戏鼠标,摇篮到坟墓,8.76kgCO2e / 个,-,2020,文献数据,否
45261X0062020A,罗技，G502 光速游戏鼠标,摇篮到坟墓,8.69kgCO2e / 个,-,2020,文献数据,否
45261X0072020A,罗技，G502 英雄游戏鼠标,摇篮到坟墓,7.1kgCO2e / 个,-,2020,文献数据,否
45261X0052020A,罗技，G903 光速游戏鼠标,摇篮到坟墓,8.64kgCO2e / 个,-,2020,文献数据,否
45261X0022020A,罗技，Pro无线游戏鼠标,摇篮到坟墓,7.84kgCO2e / 个,-,2020,文献数据,否
44812X0032017A,罩式洗碗机,摇篮到坟墓,6365kgCO2e / 台,-,2017,文献数据,否
22259X0082018A,羊乳干酪-意大利,摇篮到大门,22.13kgCO2e / 千克,-,2018,文献数据,否
26530X0042006A,羊毛布条,摇篮到大门,2.32tCO2e / 公吨,-,2006,文献数据,否
88223X0122018A,羊毛衫,摇篮到大门,49kgCO2e / 件,-,2018,文献数据,否
28110X0022007A,羊毛衫,摇篮到坟墓,1.947kgCO2e / 件,-,2007,文献数据,否
21135X0012009A,羊肉,摇篮到大门,20.82kgCO2e / 千克,-,2009,文献数据,否
21135X0022010A,羊肉,摇篮到大门,0.2kgCO2e / 克,-,2010,文献数据,否
21115X0012023A,羊肉-中国,摇篮到大门,19.59kgCO2e / 千克,-,2023,文献数据,否
21135X0042013A,羊肉胴体-世界,摇篮到大门,23.8kgCO2e / 千克,-,2013,文献数据,否
28238X0032023A,羽绒服,摇篮到坟墓,2544.1kgCO2e / 件,-,2023,文献数据,否
27180X0012019A,羽绒枕头,摇篮到大门,1.2896kgCO2e / 条,-,2019,文献数据,否
27180X0012019C,羽绒枕头,摇篮到大门,1.2897kgCO2e / 个,-,2019,文献数据,否
27180X0022019A,羽绒被,摇篮到大门,7.5729kgCO2e / 条,-,2019,文献数据,否
27180X0022019C,羽绒被,摇篮到大门,7.5729kgCO2e / 个,-,2019,文献数据,否
